price,sqft_living,sqft_lot,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,has_garage,renovated
586289.75,1894.0,8637.0,3.0,2.8,2.0,0.0,0.0,4.0,3.0,1233.0,661.0,1980.0,,98105,47.03580272258498,-121.97955502747605,yes,no
735866.76,1705.0,7682.0,4.0,4.0,2.0,0.0,4.0,3.0,6.0,1115.0,590.0,1993.0,2010.0,98102,46.9728967191246,-121.96310560052258,yes,yes
581389.05,1179.0,11657.0,3.0,2.7,1.0,0.0,4.0,,5.0,895.0,284.0,2019.0,0.0,98005,47.0933948039112,-122.07756633496997,yes,no
674787.96,795.0,3766.0,5.0,5.0,2.0,1.0,4.0,5.0,4.0,722.0,73.0,,0.0,98006,47.0667785872832,-121.91491532762255,yes,no
874034.41,1508.0,2622.0,5.0,5.0,1.0,1.0,4.0,4.0,5.0,1142.0,366.0,1951.0,0.0,98101,47.04219761495856,-121.8867023476943,no,no
709479.58,1768.0,9121.0,2.0,2.7,1.0,0.0,0.0,4.0,11.0,1474.0,294.0,2003.0,0.0,98005,47.0415910372014,-121.9526355852751,yes,no
1064918.6,2861.0,11005.0,4.0,4.1,1.0,0.0,3.0,1.0,10.0,2093.0,768.0,1973.0,0.0,98103,47.00150484763049,-121.9597059618935,yes,no
743207.15,1878.0,9663.0,2.0,2.0,2.0,0.0,3.0,3.0,5.0,1337.0,541.0,2011.0,0.0,98006,47.05706860523672,-121.97056207012703,no,no
1131519.41,2390.0,3953.0,5.0,4.5,1.0,1.0,3.0,1.0,,2132.0,258.0,2005.0,0.0,98101,47.0785377306031,-122.01617166708434,yes,no
590332.44,,11387.0,2.0,2.0,2.0,0.0,1.0,1.0,7.0,1245.0,255.0,1963.0,0.0,98102,47.040401200640595,-122.00550851056343,yes,no
707119.26,1089.0,4281.0,2.0,2.0,2.0,1.0,1.0,2.0,10.0,787.0,302.0,1975.0,0.0,98005,46.97148583290938,-121.95177975523197,yes,no
622800.58,1221.0,5392.0,4.0,3.3,2.0,0.0,4.0,3.0,5.0,,98.0,2008.0,0.0,98005,46.99801592808567,-122.04866085974332,yes,no
611967.22,1365.0,3280.0,4.0,3.7,1.0,0.0,0.0,3.0,,1057.0,308.0,2015.0,0.0,98101,47.02868350164881,-122.05303584565645,yes,no
1198813.62,3077.0,14506.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,2049.0,1028.0,1992.0,0.0,98102,47.041887245202304,-122.01986645943713,yes,no
755463.19,1307.0,11167.0,3.0,3.2,1.0,0.0,3.0,4.0,12.0,1005.0,302.0,1965.0,0.0,98103,46.996126139272825,-121.96718734125523,yes,no
